index,Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,rating,playtime,ratings_count,game_series_count,platforms
3278,Metroid Prime: Trilogy,2009.0,Shooter,Nintendo,0.42,0.05,0.0,0.14,0.61,4.5,0,39,0,Wii U||Wii
3279,Robotech: Battlecry,2002.0,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,0.0,0,3,0,Xbox||GameCube||PlayStation 2
3280,Robotech: Battlecry,2002.0,Shooter,TDK Mediactive,0.16,0.05,0.0,0.01,0.21,0.0,0,3,0,Xbox||GameCube||PlayStation 2
3281,Robotech: Battlecry,2002.0,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16,0.0,0,3,0,Xbox||GameCube||PlayStation 2
3282,Tearaway,2013.0,Adventure,Sony Computer Entertainment Europe,0.14,0.34,0.0,0.14,0.61,4.11,7,131,0,PS Vita
3283,Advance Wars: Days of Ruin,2008.0,Strategy,Nintendo,0.43,0.12,0.0,0.05,0.61,4.09,5,11,0,Nintendo DS
3284,Time Crisis 3,2003.0,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,0.0,0,1,0,PlayStation 2
3285,Vanquish,2010.0,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,4.04,4,410,0,Xbox One||PC||PlayStation 3||Xbox 360
3286,Vanquish,2010.0,Shooter,Sega,0.19,0.16,0.03,0.04,0.42,4.04,4,410,0,Xbox One||PC||PlayStation 3||Xbox 360
3287,Small Soldiers,1998.0,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61,0.0,0,2,0,PlayStation||Game Boy
3288,Major League Baseball 2K8,2008.0,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,0.0,0,1,7,Wii
3289,Major League Baseball 2K8,2008.0,Sports,Bethesda Softworks,0.28,0.0,0.0,0.03,0.31,0.0,0,1,7,Wii
3290,Major League Baseball 2K8,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,0.0,0,1,7,Wii
3291,Major League Baseball 2K8,2008.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,0.0,0,1,7,Wii
3292,Major League Baseball 2K8,2008.0,Sports,Take-Two Interactive,0.03,0.0,0.0,0.0,0.03,0.0,0,1,7,Wii
3293,Sacred 2: Fallen Angel,2009.0,Role-Playing,Deep Silver,0.22,0.22,0.08,0.09,0.61,3.0,2,31,2,PC||Xbox 360||PlayStation 3
3294,Sacred 2: Fallen Angel,2009.0,Role-Playing,Deep Silver,0.29,0.16,0.04,0.05,0.54,3.0,2,31,2,PC||Xbox 360||PlayStation 3
3295,Sacred 2: Fallen Angel,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,3.0,2,31,2,PC||Xbox 360||PlayStation 3
3296,Major League Baseball 2K9,2009.0,Sports,Spike,0.56,0.0,0.0,0.05,0.61,0.0,1,0,7,Xbox 360||PlayStation 2||PC||PlayStation 3||Wii
3297,Major League Baseball 2K9,2009.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,0.0,1,0,7,Xbox 360||PlayStation 2||PC||PlayStation 3||Wii
3298,Major League Baseball 2K9,2009.0,Sports,Spike,0.16,0.0,0.0,0.01,0.17,0.0,1,0,7,Xbox 360||PlayStation 2||PC||PlayStation 3||Wii
3299,Major League Baseball 2K9,2009.0,Sports,Spike,0.08,0.06,0.0,0.02,0.17,0.0,1,0,7,Xbox 360||PlayStation 2||PC||PlayStation 3||Wii
3300,Major League Baseball 2K9,2009.0,Sports,Spike,0.08,0.0,0.0,0.01,0.08,0.0,1,0,7,Xbox 360||PlayStation 2||PC||PlayStation 3||Wii
3301,Dragon Ball Z: Ultimate Tenkaichi,2011.0,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,0.0,0,4,0,Xbox 360||PlayStation 3
3302,Dragon Ball Z: Ultimate Tenkaichi,2011.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,0.0,0,4,0,Xbox 360||PlayStation 3
3303,Mario & Sonic at the Rio 2016 Olympic Games,2016.0,Action,Nintendo,0.07,0.25,0.26,0.02,0.61,0.0,0,2,0,Nintendo 3DS||Wii U
3304,Mario & Sonic at the Rio 2016 Olympic Games,2016.0,Action,Nintendo,0.08,0.18,0.12,0.02,0.4,0.0,0,2,0,Nintendo 3DS||Wii U
3305,Tomb Raider Chronicles,1999.0,Action,Eidos Interactive,0.34,0.23,0.0,0.04,0.61,3.72,1,29,17,PC||Dreamcast||PlayStation||Classic Macintosh||PlayStation 3||PSP||PS Vita
3306,Game & Watch Gallery 4,2002.0,Misc,Nintendo,0.43,0.16,0.0,0.01,0.61,4.0,0,6,0,Wii U||Game Boy Advance
3307,MySims Racing,2009.0,Racing,Electronic Arts,0.25,0.29,0.0,0.07,0.61,0.0,0,2,0,Nintendo DS||Wii
3308,MySims Racing,2009.0,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,0.0,0,2,0,Nintendo DS||Wii
3309,Naruto: Ultimate Ninja,2003.0,Fighting,Atari,0.5,0.02,0.0,0.08,0.61,3.81,0,15,0,PlayStation 2
3310,LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.38,0.0,0.09,0.6,3.4,2,289,0,PC||macOS||PS Vita||PlayStation 4||Wii U||Xbox One||Xbox 360||PlayStation 3||Nintendo 3DS
3311,LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.27,0.0,0.07,0.46,3.4,2,289,0,PC||macOS||PS Vita||PlayStation 4||Wii U||Xbox One||Xbox 360||PlayStation 3||Nintendo 3DS
3312,LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.2,0.21,0.0,0.04,0.45,3.4,2,289,0,PC||macOS||PS Vita||PlayStation 4||Wii U||Xbox One||Xbox 360||PlayStation 3||Nintendo 3DS
3313,LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,3.4,2,289,0,PC||macOS||PS Vita||PlayStation 4||Wii U||Xbox One||Xbox 360||PlayStation 3||Nintendo 3DS
3314,LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.1,0.13,0.0,0.02,0.25,3.4,2,289,0,PC||macOS||PS Vita||PlayStation 4||Wii U||Xbox One||Xbox 360||PlayStation 3||Nintendo 3DS
3315,LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.09,0.11,0.0,0.02,0.22,3.4,2,289,0,PC||macOS||PS Vita||PlayStation 4||Wii U||Xbox One||Xbox 360||PlayStation 3||Nintendo 3DS
3316,LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.09,0.0,0.03,0.15,3.4,2,289,0,PC||macOS||PS Vita||PlayStation 4||Wii U||Xbox One||Xbox 360||PlayStation 3||Nintendo 3DS
3317,LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05,3.4,2,289,0,PC||macOS||PS Vita||PlayStation 4||Wii U||Xbox One||Xbox 360||PlayStation 3||Nintendo 3DS
3318,Monster Trucks,2004.0,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6,0.0,0,0,0,Nintendo DS||PC
3319,NHL 15,2014.0,Sports,Electronic Arts,0.31,0.19,0.0,0.1,0.6,3.85,0,13,0,Xbox One||Xbox 360||PlayStation 3||PlayStation 4
3320,NHL 15,2014.0,Sports,Electronic Arts,0.35,0.05,0.0,0.05,0.45,3.85,0,13,0,Xbox One||Xbox 360||PlayStation 3||PlayStation 4
3321,NHL 15,2014.0,Sports,Electronic Arts,0.32,0.06,0.0,0.04,0.42,3.85,0,13,0,Xbox One||Xbox 360||PlayStation 3||PlayStation 4
3322,NHL 15,2014.0,Sports,Electronic Arts,0.22,0.09,0.0,0.07,0.37,3.85,0,13,0,Xbox One||Xbox 360||PlayStation 3||PlayStation 4
3323,Wave Race: Blue Storm,2001.0,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,0.0,0,1,0,GameCube
3324,Yakuza: Dead Souls,2011.0,Shooter,Sega,0.09,0.06,0.42,0.03,0.6,3.07,0,28,11,PlayStation 3
3325,Dynasty Warriors 8,2013.0,Action,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,3.29,0,21,0,PlayStation 3||Xbox 360
3326,Dynasty Warriors 8,2013.0,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.15,3.29,0,21,0,PlayStation 3||Xbox 360
3327,Suikoden,1995.0,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6,4.0,19,23,0,SEGA Saturn||PlayStation 3||PSP||PlayStation||PS Vita||PC
3328,Secret Agent Clank,2009.0,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,3.67,0,15,0,PSP||PS Vita||PlayStation 2
3329,Secret Agent Clank,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,3.67,0,15,0,PSP||PS Vita||PlayStation 2
3330,Fighters Uncaged,2010.0,Fighting,Ubisoft,0.31,0.23,0.0,0.06,0.6,2.83,0,6,0,Xbox 360
3331,Rayman Arena,2001.0,Racing,Ubisoft,0.29,0.23,0.0,0.08,0.6,0.0,0,5,0,PlayStation 2||PC||Xbox||GameCube||PlayStation 3
3332,Rayman Arena,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,0.0,0,5,0,PlayStation 2||PC||Xbox||GameCube||PlayStation 3
3333,Rayman Arena,2002.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.07,0.0,0,5,0,PlayStation 2||PC||Xbox||GameCube||PlayStation 3
3334,Jaws Unleashed,2006.0,Action,THQ,0.5,0.02,0.0,0.08,0.6,3.9,24,10,0,PlayStation 2||Xbox||PC
3335,Jaws Unleashed,2006.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,3.9,24,10,0,PlayStation 2||Xbox||PC
3336,International Superstar Soccer 64,1997.0,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6,4.14,0,7,0,Nintendo 64
3337,New Carnival Games,2010.0,Misc,Take-Two Interactive,0.34,0.21,0.0,0.05,0.6,0.0,0,0,0,Nintendo DS||Wii
3338,New Carnival Games,2010.0,Misc,Take-Two Interactive,0.16,0.05,0.0,0.02,0.23,0.0,0,0,0,Nintendo DS||Wii
3339,NASCAR Heat 2002,2001.0,Racing,Infogrames,0.29,0.23,0.0,0.08,0.6,0.0,0,0,0,Xbox||Game Boy Advance||PlayStation 2
3340,NASCAR Heat 2002,2001.0,Racing,Infogrames,0.15,0.04,0.0,0.01,0.2,0.0,0,0,0,Xbox||Game Boy Advance||PlayStation 2
3341,NASCAR Heat 2002,2002.0,Racing,Infogrames,0.12,0.04,0.0,0.0,0.16,0.0,0,0,0,Xbox||Game Boy Advance||PlayStation 2
3342,The Golden Compass,2007.0,Action,Sega,0.28,0.25,0.0,0.06,0.6,2.12,0,8,0,PC||Xbox 360||Wii||Nintendo DS||PlayStation 2
3343,The Golden Compass,2007.0,Action,Sega,0.26,0.28,0.0,0.07,0.6,2.12,0,8,0,PC||Xbox 360||Wii||Nintendo DS||PlayStation 2
3344,The Golden Compass,2007.0,Action,Sega,0.13,0.0,0.0,0.39,0.52,2.12,0,8,0,PC||Xbox 360||Wii||Nintendo DS||PlayStation 2
3345,The Golden Compass,2007.0,Action,Sega,0.3,0.12,0.0,0.04,0.46,2.12,0,8,0,PC||Xbox 360||Wii||Nintendo DS||PlayStation 2
3346,The Golden Compass,2007.0,Action,Sega,0.11,0.16,0.0,0.1,0.37,2.12,0,8,0,PC||Xbox 360||Wii||Nintendo DS||PlayStation 2
3347,The Golden Compass,2007.0,Action,Sega,0.14,0.1,0.0,0.05,0.28,2.12,0,8,0,PC||Xbox 360||Wii||Nintendo DS||PlayStation 2
3348,Muramasa: The Demon Blade,2009.0,Role-Playing,Rising Star Games,0.32,0.12,0.11,0.04,0.6,4.58,0,12,0,Wii
3349,Muramasa: The Demon Blade,2013.0,Role-Playing,Marvelous Entertainment,0.1,0.0,0.1,0.02,0.23,4.58,0,12,0,Wii
3350,Xena: Warrior Princess,1998.0,Adventure,Electronic Arts,0.33,0.23,0.0,0.04,0.6,3.62,0,21,0,PlayStation||Game Boy Color
3351,Littlest Pet Shop: Garden,2008.0,Simulation,Electronic Arts,0.31,0.23,0.0,0.06,0.6,0.0,0,1,0,Nintendo DS
3352,Rocket League,2016.0,Sports,505 Games,0.07,0.44,0.0,0.09,0.6,4.01,18,1851,0,Linux||macOS||PC||PlayStation 4||Xbox One||Nintendo Switch
3353,Rocket League,2016.0,Sports,505 Games,0.09,0.25,0.0,0.03,0.37,4.01,18,1851,0,Linux||macOS||PC||PlayStation 4||Xbox One||Nintendo Switch
3354,Rocket League,2016.0,Sports,505 Games,0.02,0.06,0.0,0.01,0.09,4.01,18,1851,0,Linux||macOS||PC||PlayStation 4||Xbox One||Nintendo Switch
3355,Front Mission,1995.0,Strategy,SquareSoft,0.0,0.0,0.6,0.0,0.6,0.0,0,2,10,Nintendo DS
3356,Front Mission,2007.0,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,0.0,0,2,10,Nintendo DS
3357,SimCity DS,2007.0,Simulation,Electronic Arts,0.33,0.02,0.21,0.03,0.6,0.0,0,1,7,Nintendo DS
3358,Littlest Pet Shop: Jungle,2008.0,Simulation,Electronic Arts,0.34,0.2,0.0,0.06,0.59,0.0,0,1,0,Nintendo DS
3359,Hot Wheels: Stunt Track Challenge,2004.0,Racing,THQ,0.29,0.23,0.0,0.08,0.59,0.0,0,3,0,Xbox||Game Boy Advance||PlayStation 2||PC
3360,Hot Wheels: Stunt Track Challenge,2004.0,Racing,THQ,0.32,0.12,0.0,0.01,0.45,0.0,0,3,0,Xbox||Game Boy Advance||PlayStation 2||PC
3361,Hot Wheels: Stunt Track Challenge,2004.0,Racing,THQ,0.08,0.02,0.0,0.0,0.1,0.0,0,3,0,Xbox||Game Boy Advance||PlayStation 2||PC
3362,CyberTiger,1998.0,Sports,Electronic Arts,0.33,0.22,0.0,0.04,0.59,0.0,0,1,0,PlayStation||Nintendo 64||Game Boy Color
3363,CyberTiger,2000.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06,0.0,0,1,0,PlayStation||Nintendo 64||Game Boy Color
3364,Yakuza 5,2012.0,Action,Sega,0.0,0.0,0.59,0.0,0.59,4.39,0,84,11,PlayStation 4||PlayStation 3
3365,BurgerTime,1981.0,Puzzle,Mattel Interactive,0.55,0.03,0.0,0.01,0.59,0.0,0,0,0,Wii
3366,2002 FIFA World Cup,2002.0,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,3.57,0,14,0,Xbox||PlayStation||GameCube||PlayStation 2||PC
3367,2002 FIFA World Cup,2002.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,3.57,0,14,0,Xbox||PlayStation||GameCube||PlayStation 2||PC
3368,2002 FIFA World Cup,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,3.57,0,14,0,Xbox||PlayStation||GameCube||PlayStation 2||PC
3369,Extreme-G,1997.0,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59,3.9,0,9,0,Nintendo 64
3370,Dead or Alive Xtreme Beach Volleyball,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,0.0,0,3,0,Xbox
3371,Silent Hill: Shattered Memories,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,4.08,0,87,0,PSP||Wii||PlayStation 2
3372,Silent Hill: Shattered Memories,2009.0,Action,Konami Digital Entertainment,0.22,0.19,0.01,0.05,0.47,4.08,0,87,0,PSP||Wii||PlayStation 2
3373,Silent Hill: Shattered Memories,2010.0,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,4.08,0,87,0,PSP||Wii||PlayStation 2
3374,Disney Sing It: Family Hits,2010.0,Misc,Disney Interactive Studios,0.38,0.17,0.0,0.05,0.59,0.0,0,0,0,Wii||PlayStation 3
3375,Disney Sing It: Family Hits,2010.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.02,0.17,0.0,0,0,0,Wii||PlayStation 3
3376,Kane & Lynch 2: Dog Days,2010.0,Shooter,Square Enix,0.17,0.27,0.05,0.1,0.59,3.21,2,328,0,PC||PlayStation 3||Xbox 360
3377,Kane & Lynch 2: Dog Days,2010.0,Shooter,Square Enix,0.2,0.22,0.01,0.05,0.49,3.21,2,328,0,PC||PlayStation 3||Xbox 360
3378,Kane & Lynch 2: Dog Days,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,3.21,2,328,0,PC||PlayStation 3||Xbox 360
3379,Barbie: Race & Ride,1999.0,Action,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,0.0,0,0,0,PlayStation
3380,Mega Man Anniversary Collection,2004.0,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,0.0,0,2,0,Game Boy Advance||GameCube
3381,Mega Man Anniversary Collection,2004.0,Platform,Capcom,0.32,0.08,0.0,0.01,0.42,0.0,0,2,0,Game Boy Advance||GameCube
3382,Mega Man Anniversary Collection,2005.0,Platform,Capcom,0.1,0.03,0.0,0.0,0.13,0.0,0,2,0,Game Boy Advance||GameCube
3383,Harvest Moon: Friends of Mineral Town,2003.0,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,4.71,0,7,0,Wii U
3384,Backyard NBA Basketball,2003.0,Sports,Atari,0.29,0.22,0.0,0.07,0.59,0.0,0,0,0,PC
3385,Backyard NBA Basketball,2007.0,Sports,Atari,0.07,0.0,0.0,0.01,0.08,0.0,0,0,0,PC
3386,The Fight: Lights Out,2010.0,Fighting,Sony Computer Entertainment,0.29,0.21,0.0,0.09,0.59,0.0,0,2,0,PlayStation 3
3387,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008.0,Action,THQ,0.29,0.22,0.0,0.07,0.58,0.0,0,3,0,Wii||Nintendo DS
3388,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008.0,Action,THQ,0.52,0.0,0.0,0.04,0.57,0.0,0,3,0,Wii||Nintendo DS
3389,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008.0,Action,THQ,0.49,0.0,0.0,0.04,0.53,0.0,0,3,0,Wii||Nintendo DS
3390,Final Fantasy Anniversary Edition,2007.0,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,3.67,0,9,0,PSP
3391,FIFA Soccer,2012.0,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,0.0,0,4,0,Android||iOS||PC
3392,FIFA Soccer,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,0.0,0,4,0,Android||iOS||PC
3393,Lost: Via Domus,2008.0,Action,Ubisoft,0.18,0.34,0.0,0.07,0.58,2.88,6,58,0,PlayStation 3||Xbox 360||PC
3394,Lost: Via Domus,2008.0,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,2.88,6,58,0,PlayStation 3||Xbox 360||PC
3395,Lost: Via Domus,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,2.88,6,58,0,PlayStation 3||Xbox 360||PC
3396,Top Spin 3,2008.0,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,3.0,0,7,0,PlayStation 3||Nintendo DS||Wii
3397,Top Spin 3,2008.0,Action,Take-Two Interactive,0.08,0.36,0.0,0.12,0.57,3.0,0,7,0,PlayStation 3||Nintendo DS||Wii
3398,Top Spin 3,2008.0,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.56,3.0,0,7,0,PlayStation 3||Nintendo DS||Wii
3399,Top Spin 3,2008.0,Action,D3Publisher,0.11,0.02,0.0,0.01,0.13,3.0,0,7,0,PlayStation 3||Nintendo DS||Wii
3400,The Lord of the Rings: The Third Age,2004.0,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.58,3.52,5,24,0,Xbox||GameCube||PlayStation 2
3401,The Lord of the Rings: The Third Age,2004.0,Role-Playing,Electronic Arts,0.22,0.06,0.0,0.01,0.29,3.52,5,24,0,Xbox||GameCube||PlayStation 2
3402,The Lord of the Rings: The Third Age,2004.0,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,3.52,5,24,0,Xbox||GameCube||PlayStation 2
3403,Sonic & All-Stars Racing Transformed,2012.0,Racing,Sega,0.2,0.33,0.0,0.05,0.58,3.88,5,276,0,PC||PlayStation 3||PS Vita||Wii U||Xbox 360||Nintendo 3DS||Android||iOS
3404,Sonic & All-Stars Racing Transformed,2012.0,Racing,Sega,0.19,0.27,0.02,0.04,0.52,3.88,5,276,0,PC||PlayStation 3||PS Vita||Wii U||Xbox 360||Nintendo 3DS||Android||iOS
3405,Sonic & All-Stars Racing Transformed,2012.0,Racing,Sega,0.08,0.3,0.02,0.09,0.49,3.88,5,276,0,PC||PlayStation 3||PS Vita||Wii U||Xbox 360||Nintendo 3DS||Android||iOS
3406,Sonic & All-Stars Racing Transformed,2012.0,Racing,Sega,0.09,0.22,0.0,0.09,0.41,3.88,5,276,0,PC||PlayStation 3||PS Vita||Wii U||Xbox 360||Nintendo 3DS||Android||iOS
3407,Sonic & All-Stars Racing Transformed,2012.0,Racing,Sega,0.12,0.14,0.0,0.02,0.29,3.88,5,276,0,PC||PlayStation 3||PS Vita||Wii U||Xbox 360||Nintendo 3DS||Android||iOS
3408,Sonic & All-Stars Racing Transformed,2013.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01,3.88,5,276,0,PC||PlayStation 3||PS Vita||Wii U||Xbox 360||Nintendo 3DS||Android||iOS
3409,Sammy Sosa High Heat Baseball 2001,2000.0,Sports,3DO,0.32,0.22,0.0,0.04,0.58,0.0,0,0,0,PC
3410,Guitar Hero: Smash Hits,2009.0,Misc,Activision,0.31,0.21,0.0,0.06,0.58,4.0,5,10,0,PlayStation 2||PlayStation 3||Wii
3411,Guitar Hero: Smash Hits,2009.0,Misc,Activision,0.23,0.15,0.0,0.04,0.42,4.0,5,10,0,PlayStation 2||PlayStation 3||Wii
3412,Guitar Hero: Smash Hits,2009.0,Misc,Activision,0.2,0.11,0.0,0.05,0.35,4.0,5,10,0,PlayStation 2||PlayStation 3||Wii
3413,Guitar Hero: Smash Hits,2009.0,Misc,Activision,0.11,0.01,0.0,0.1,0.22,4.0,5,10,0,PlayStation 2||PlayStation 3||Wii
3414,Terminator 3: Rise of the Machines,2003.0,Action,Atari,0.28,0.22,0.0,0.07,0.58,0.0,0,5,0,Xbox||Game Boy Advance||PlayStation 2
3415,Terminator 3: Rise of the Machines,2003.0,Action,Atari,0.11,0.03,0.0,0.01,0.14,0.0,0,5,0,Xbox||Game Boy Advance||PlayStation 2
3416,Terminator 3: Rise of the Machines,2003.0,Action,Atari,0.04,0.02,0.0,0.0,0.06,0.0,0,5,0,Xbox||Game Boy Advance||PlayStation 2
3417,Alice: Madness Returns,2011.0,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,3.98,3,340,1,Xbox One||PC||PlayStation 3||Xbox 360
3418,Alice: Madness Returns,2011.0,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,3.98,3,340,1,Xbox One||PC||PlayStation 3||Xbox 360
3419,Alice: Madness Returns,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,3.98,3,340,1,Xbox One||PC||PlayStation 3||Xbox 360
3420,Shin Megami Tensei IV,2013.0,Role-Playing,Atlus,0.28,0.0,0.27,0.03,0.58,4.45,82,38,9,Nintendo 3DS
3421,International Superstar Soccer 98,1998.0,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58,0.0,0,2,0,Nintendo 64
3422,World Cup 98,1998.0,Sports,Electronic Arts,0.14,0.4,0.0,0.04,0.58,3.44,0,9,0,PlayStation||Nintendo 64||Game Boy||PC
3423,NASCAR: Dirt to Daytona,2002.0,Racing,Monster Games,0.28,0.22,0.0,0.07,0.58,0.0,0,2,0,GameCube||PlayStation 2
3424,NASCAR: Dirt to Daytona,2002.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,0.0,0,2,0,GameCube||PlayStation 2
3425,Unreal Tournament,2000.0,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.58,4.31,2,164,6,PC||Dreamcast||Classic Macintosh||PlayStation 2||Linux
3426,Digimon World 2,2000.0,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58,3.82,0,11,0,PlayStation
3427,Tales of Phantasia,1998.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.04,0.58,3.77,0,13,0,Game Boy Advance||PlayStation||PSP||SNES
3428,Tales of Phantasia,1995.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,3.77,0,13,0,Game Boy Advance||PlayStation||PSP||SNES
3429,Tales of Phantasia,2003.0,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,3.77,0,13,0,Game Boy Advance||PlayStation||PSP||SNES
3430,Contra: Shattered Soldier,2002.0,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58,0.0,0,4,0,PlayStation 3
3431,Rune Factory 4,2012.0,Role-Playing,Xseed Games,0.33,0.0,0.21,0.04,0.58,4.1,0,10,0,Nintendo 3DS
3432,Final Fantasy: The 4 Heroes of Light,2009.0,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,0.0,0,5,0,Nintendo DS
3433,Tenchu 2: Birth of the Stealth Assassins,2000.0,Action,Activision,0.32,0.22,0.0,0.04,0.58,4.46,0,26,0,PlayStation
3434,Go Diego Go! Great Dinosaur Rescue,2008.0,Action,Take-Two Interactive,0.52,0.02,0.0,0.04,0.58,0.0,0,0,0,Nintendo DS||Wii
3435,Go Diego Go! Great Dinosaur Rescue,2008.0,Action,Take-Two Interactive,0.43,0.01,0.0,0.03,0.47,0.0,0,0,0,Nintendo DS||Wii
3436,Naruto: Uzumaki Chronicles 2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,3.0,0,6,0,PlayStation 2
3437,NHL 06,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,4.33,0,6,0,PC||Xbox||GameCube||PlayStation 2
3438,NHL 06,2005.0,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,4.33,0,6,0,PC||Xbox||GameCube||PlayStation 2
3439,NHL 06,2005.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,4.33,0,6,0,PC||Xbox||GameCube||PlayStation 2
3440,Parasite Eve II,1999.0,Role-Playing,SquareSoft,0.32,0.22,0.0,0.04,0.58,4.3,0,40,0,PlayStation||PSP||PS Vita||PlayStation 3
3441,Theme Park,1994.0,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57,4.31,1,64,0,PC||macOS||Commodore / Amiga||SEGA Saturn||PlayStation 3||PS Vita||PSP||SEGA CD||Classic Macintosh||Nintendo DS||PlayStation||Jaguar||3DO||SNES||Genesis
3442,Theme Park,1994.0,Simulation,Electronic Arts,0.0,0.0,0.08,0.0,0.08,4.31,1,64,0,PC||macOS||Commodore / Amiga||SEGA Saturn||PlayStation 3||PS Vita||PSP||SEGA CD||Classic Macintosh||Nintendo DS||PlayStation||Jaguar||3DO||SNES||Genesis
3443,Theme Park,2007.0,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06,4.31,1,64,0,PC||macOS||Commodore / Amiga||SEGA Saturn||PlayStation 3||PS Vita||PSP||SEGA CD||Classic Macintosh||Nintendo DS||PlayStation||Jaguar||3DO||SNES||Genesis
