index,Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,rating,playtime,ratings_count,game_series_count,platforms
3444,Far Cry Instincts,2005.0,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57,0.0,0,5,0,Xbox 360||Xbox
3445,Spyro Orange: The Cortex Conspiracy,2004.0,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57,0.0,0,4,0,Game Boy Advance
3446,The Sims 3: World Adventures,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.38,0.57,4.13,1,15,0,PC
3447,Tales of Zestiria,2015.0,Role-Playing,Namco Bandai Games,0.06,0.07,0.42,0.02,0.57,3.57,6,161,0,PC||PlayStation 3||PlayStation 4
3448,Tales of Zestiria,2015.0,Role-Playing,Namco Bandai Games,0.17,0.15,0.03,0.07,0.42,3.57,6,161,0,PC||PlayStation 3||PlayStation 4
3449,Final Fantasy Explorers,2014.0,Role-Playing,Square Enix,0.17,0.09,0.28,0.03,0.57,2.8,0,10,0,Nintendo 3DS
3450,Naruto: Ultimate Ninja 2,2004.0,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57,4.07,0,14,0,PlayStation 2
3451,The Mysterious Murasame Castle,1986.0,Action,Nintendo,0.0,0.0,0.57,0.0,0.57,0.0,0,0,0,Nintendo 3DS
3452,NBA Hangtime,1997.0,Sports,GT Interactive,0.48,0.08,0.0,0.0,0.57,0.0,0,1,0,Nintendo 64||PC||PlayStation||SNES||Genesis
3453,NBA Hangtime,1996.0,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06,0.0,0,1,0,Nintendo 64||PC||PlayStation||SNES||Genesis
3454,Blood Wake,2001.0,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,0.0,0,2,0,Xbox
3455,Harvest Moon: Sunshine Islands,2008.0,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.57,0.0,0,0,0,Nintendo DS
3456,Super Bomberman,1992.0,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57,4.06,0,18,0,SNES
3457,Defiance,2013.0,Shooter,Trion Worlds,0.38,0.14,0.0,0.05,0.57,2.23,3,165,0,PC||Xbox 360||PlayStation 3
3458,Defiance,2013.0,Shooter,Trion Worlds,0.19,0.1,0.0,0.06,0.35,2.23,3,165,0,PC||Xbox 360||PlayStation 3
3459,Defiance,2013.0,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,2.23,3,165,0,PC||Xbox 360||PlayStation 3
3460,Disgaea 4: A Promise Unforgotten,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,0.0,36,2,0,PlayStation 3
3461,Disgaea 4: A Promise Unforgotten,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.03,0.08,0.02,0.15,0.0,36,2,0,PlayStation 3
3462,The Conduit,2009.0,Shooter,Sega,0.28,0.23,0.0,0.06,0.57,0.0,0,5,0,Wii
3463,Trivial Pursuit,2009.0,Misc,Electronic Arts,0.2,0.3,0.0,0.07,0.57,3.36,0,14,0,Xbox 360||PlayStation 2||PlayStation 3||Wii
3464,Trivial Pursuit,2009.0,Misc,Electronic Arts,0.12,0.21,0.0,0.04,0.37,3.36,0,14,0,Xbox 360||PlayStation 2||PlayStation 3||Wii
3465,Trivial Pursuit,2009.0,Misc,Electronic Arts,0.12,0.11,0.0,0.05,0.28,3.36,0,14,0,Xbox 360||PlayStation 2||PlayStation 3||Wii
3466,Trivial Pursuit,2009.0,Misc,Electronic Arts,0.09,0.01,0.0,0.17,0.27,3.36,0,14,0,Xbox 360||PlayStation 2||PlayStation 3||Wii
3467,RalliSport Challenge,2002.0,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57,0.0,0,2,0,PC
3468,XIII,2003.0,Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.57,4.03,1,108,0,Xbox One||PlayStation 4||PC||Xbox||Classic Macintosh||GameCube||PlayStation 2
3469,XIII,2003.0,Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25,4.03,1,108,0,Xbox One||PlayStation 4||PC||Xbox||Classic Macintosh||GameCube||PlayStation 2
3470,XIII,2003.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,4.03,1,108,0,Xbox One||PlayStation 4||PC||Xbox||Classic Macintosh||GameCube||PlayStation 2
3471,3D Dot Game Heroes,2009.0,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,3.52,22,33,0,PlayStation 3
3472,Odin Sphere,2007.0,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,4.43,0,7,0,PlayStation 3||PlayStation 2
3473,Petz Wild Animals: Tigerz,2008.0,Simulation,Ubisoft,0.52,0.0,0.0,0.04,0.56,0.0,0,1,0,Nintendo DS
3474,The Incredible Hulk,2003.0,Action,Universal Interactive,0.4,0.15,0.0,0.01,0.56,3.25,1,40,0,Xbox 360||Wii||PlayStation 3||Nintendo DS||PC
3475,The Incredible Hulk,2008.0,Action,Sega,0.32,0.01,0.0,0.05,0.38,3.25,1,40,0,Xbox 360||Wii||PlayStation 3||Nintendo DS||PC
3476,The Incredible Hulk,2008.0,Action,Sega,0.28,0.01,0.0,0.02,0.31,3.25,1,40,0,Xbox 360||Wii||PlayStation 3||Nintendo DS||PC
3477,The Incredible Hulk,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,3.25,1,40,0,Xbox 360||Wii||PlayStation 3||Nintendo DS||PC
3478,The Incredible Hulk,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,3.25,1,40,0,Xbox 360||Wii||PlayStation 3||Nintendo DS||PC
3479,The Incredible Hulk,2008.0,Action,Sega,0.22,0.0,0.0,0.02,0.24,3.25,1,40,0,Xbox 360||Wii||PlayStation 3||Nintendo DS||PC
3480,Ms. Pac-Man Maze Madness,2004.0,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56,0.0,0,2,28,Dreamcast||PlayStation||Nintendo 64||Game Boy Advance
3481,Ms. Pac-Man Maze Madness,2000.0,Puzzle,Namco Bandai Games,0.25,0.17,0.0,0.03,0.44,0.0,0,2,28,Dreamcast||PlayStation||Nintendo 64||Game Boy Advance
3482,The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Vivendi Games,0.34,0.17,0.0,0.05,0.56,3.71,0,14,0,Wii||Xbox 360||PlayStation 2||PlayStation 3
3483,The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,3.71,0,14,0,Wii||Xbox 360||PlayStation 2||PlayStation 3
3484,The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Vivendi Games,0.19,0.18,0.0,0.07,0.44,3.71,0,14,0,Wii||Xbox 360||PlayStation 2||PlayStation 3
3485,The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Vivendi Games,0.12,0.01,0.0,0.27,0.4,3.71,0,14,0,Wii||Xbox 360||PlayStation 2||PlayStation 3
3486,The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Vivendi Games,0.16,0.12,0.0,0.03,0.31,3.71,0,14,0,Wii||Xbox 360||PlayStation 2||PlayStation 3
3487,Arena Football,2006.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,0.0,0,0,0,Commodore / Amiga||Xbox||PlayStation 2
3488,Arena Football,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,0.0,0,0,0,Commodore / Amiga||Xbox||PlayStation 2
3489,NCAA March Madness 07,2007.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,0.0,0,1,0,Xbox 360
3490,NCAA March Madness 07,2007.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,0.0,0,1,0,Xbox 360
3491,"Warhammer 40,000: Space Marine",2011.0,Shooter,THQ,0.25,0.26,0.0,0.06,0.56,3.39,5,492,0,PC||Xbox 360||PlayStation 3
3492,"Warhammer 40,000: Space Marine",2011.0,Shooter,THQ,0.13,0.23,0.0,0.08,0.45,3.39,5,492,0,PC||Xbox 360||PlayStation 3
3493,"Warhammer 40,000: Space Marine",2011.0,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,3.39,5,492,0,PC||Xbox 360||PlayStation 3
3494,"Monsters, Inc. Scream Team",2001.0,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56,0.0,0,2,0,PlayStation
3495,Yu-Gi-Oh! World Championship Tournament 2004,2004.0,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,0.0,0,4,0,Game Boy Advance
3496,Jillian Michaels Fitness Ultimatum 2010,2009.0,Sports,Majesco Entertainment,0.51,0.01,0.0,0.04,0.56,0.0,0,0,0,Wii||Nintendo DS
3497,Jillian Michaels Fitness Ultimatum 2010,2009.0,Sports,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,0.0,0,0,0,Wii||Nintendo DS
3498,Battlefield 2: Modern Combat,2005.0,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56,3.51,0,36,0,PlayStation 2||Xbox||Xbox 360
3499,Battlefield 2: Modern Combat,2005.0,Shooter,Electronic Arts,0.37,0.01,0.0,0.06,0.44,3.51,0,36,0,PlayStation 2||Xbox||Xbox 360
3500,Battlefield 2: Modern Combat,2006.0,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,3.51,0,36,0,PlayStation 2||Xbox||Xbox 360
3501,TMNT,2007.0,Action,Ubisoft,0.48,0.03,0.0,0.05,0.56,3.18,0,71,0,Xbox 360||Game Boy Advance||GameCube||PlayStation 2||PC||Wii
3502,TMNT,2007.0,Action,Ubisoft,0.3,0.03,0.0,0.03,0.36,3.18,0,71,0,Xbox 360||Game Boy Advance||GameCube||PlayStation 2||PC||Wii
3503,TMNT,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,3.18,0,71,0,Xbox 360||Game Boy Advance||GameCube||PlayStation 2||PC||Wii
3504,TMNT,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,3.18,0,71,0,Xbox 360||Game Boy Advance||GameCube||PlayStation 2||PC||Wii
3505,NASCAR Rumble,2000.0,Racing,Electronic Arts,0.31,0.21,0.0,0.04,0.56,0.0,0,0,0,PlayStation
3506,WWE Raw 2,2003.0,Fighting,THQ,0.43,0.11,0.0,0.02,0.56,0.0,0,1,0,Xbox
3507,Mega Man X2,1993.0,Platform,Laguna,0.09,0.02,0.45,0.0,0.56,4.0,6,35,0,SNES||Nintendo 3DS||Wii U||Wii
3508,Manhunt 2,2007.0,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56,3.72,0,75,1,PC||Wii||PSP||PlayStation 2
3509,Manhunt 2,2007.0,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.53,3.72,0,75,1,PC||Wii||PSP||PlayStation 2
3510,Manhunt 2,2007.0,Action,Take-Two Interactive,0.04,0.17,0.0,0.09,0.31,3.72,0,75,1,PC||Wii||PSP||PlayStation 2
3511,Fullmetal Alchemist and the Broken Angel,2003.0,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56,0.0,0,3,0,PlayStation 2
3512,Batman Begins,2005.0,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56,3.65,0,23,0,Xbox||Game Boy Advance||GameCube||PlayStation 2
3513,Batman Begins,2005.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,3.65,0,23,0,Xbox||Game Boy Advance||GameCube||PlayStation 2
3514,Batman Begins,2005.0,Action,Electronic Arts,0.12,0.05,0.0,0.0,0.17,3.65,0,23,0,Xbox||Game Boy Advance||GameCube||PlayStation 2
3515,Batman Begins,2005.0,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,3.65,0,23,0,Xbox||Game Boy Advance||GameCube||PlayStation 2
3516,Yu-Gi-Oh! Reshef of Destruction,2003.0,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,0.0,0,1,0,Game Boy Advance
3517,Blinx: The Time Sweeper,2002.0,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,3.83,0,6,0,Xbox||Xbox 360
3518,ESPN NFL Football,2003.0,Sports,Sega,0.27,0.21,0.0,0.07,0.56,0.0,0,0,0,Xbox||PlayStation 2
3519,ESPN NFL Football,2003.0,Sports,Sega,0.27,0.08,0.0,0.01,0.36,0.0,0,0,0,Xbox||PlayStation 2
3520,Fatal Fury Special,1994.0,Fighting,Takara,0.0,0.0,0.56,0.0,0.56,3.0,0,16,0,Wii||Xbox 360||PC||macOS||Linux||Android||iOS||PlayStation 4||Xbox One||Nintendo Switch||Neo Geo||Game Gear||SEGA CD||Classic Macintosh||SNES
3521,Gravity Rush,2012.0,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,3.91,0,256,2,PS Vita
3522,Final Fantasy IV: The Complete Collection,2011.0,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,3.83,2,6,0,PSP||PS Vita
3523,Pro Evolution Soccer 2017,2016.0,Sports,Konami Digital Entertainment,0.04,0.34,0.12,0.06,0.56,3.71,37,69,18,Xbox 360||PC||PlayStation 3||PlayStation 4
3524,Pro Evolution Soccer 2017,2016.0,Sports,Konami Digital Entertainment,0.02,0.1,0.06,0.02,0.2,3.71,37,69,18,Xbox 360||PC||PlayStation 3||PlayStation 4
3525,Pro Evolution Soccer 2017,2016.0,Sports,Konami Digital Entertainment,0.02,0.04,0.0,0.01,0.07,3.71,37,69,18,Xbox 360||PC||PlayStation 3||PlayStation 4
3526,Pro Evolution Soccer 2017,2016.0,Sports,Konami Digital Entertainment,0.02,0.04,0.0,0.0,0.06,3.71,37,69,18,Xbox 360||PC||PlayStation 3||PlayStation 4
3527,Pro Evolution Soccer 2017,2016.0,Sports,Konami Digital Entertainment,0.0,0.03,0.0,0.0,0.03,3.71,37,69,18,Xbox 360||PC||PlayStation 3||PlayStation 4
3528,Frontlines: Fuel of War,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56,3.18,1,49,0,Xbox One||PC||Xbox 360
3529,Frontlines: Fuel of War,2008.0,Shooter,THQ,0.0,0.02,0.0,0.0,0.02,3.18,1,49,0,Xbox One||PC||Xbox 360
3530,No More Heroes,2007.0,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,4.3,3,60,3,Nintendo Switch||Wii||PlayStation 3
3531,Lunar: Silver Star Story Complete,1998.0,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,4.36,0,14,0,PlayStation
3532,Lunar: Silver Star Story Complete,1997.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,4.36,0,14,0,PlayStation
3533,Hot Shots Golf: World Invitational,2011.0,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55,3.94,0,17,0,PlayStation 3||PS Vita
3534,Hot Shots Golf: World Invitational,2012.0,Sports,Sony Computer Entertainment,0.0,0.0,0.28,0.0,0.28,3.94,0,17,0,PlayStation 3||PS Vita
3535,God of War: Origins Collection,2011.0,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55,4.42,0,12,9,PlayStation 3
3536,NBA Showtime: NBA on NBC,1999.0,Sports,Midway Games,0.31,0.21,0.0,0.04,0.55,0.0,0,2,0,Dreamcast||PlayStation||Nintendo 64||Game Boy Color
3537,NBA Showtime: NBA on NBC,1999.0,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25,0.0,0,2,0,Dreamcast||PlayStation||Nintendo 64||Game Boy Color
3538,Metal Gear Solid 3: Subsistence,2005.0,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,0.0,0,1,0,PS Vita||PlayStation 3||PlayStation 2
3539,Enslaved: Odyssey to the West,2010.0,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55,3.98,3,216,0,PC||PlayStation 3||Xbox 360
3540,Enslaved: Odyssey to the West,2010.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.54,3.98,3,216,0,PC||PlayStation 3||Xbox 360
3541,WWF Raw,2002.0,Fighting,THQ,0.4,0.13,0.0,0.02,0.55,0.0,0,5,0,SEGA 32X||SNES||Game Boy||Game Gear||Genesis
3542,The Activision Decathlon,1982.0,Sports,Activision,0.52,0.03,0.0,0.01,0.55,0.0,0,2,0,Atari 8-bit||Atari 5200||Atari 2600||Commodore / Amiga
3543,Fighting Force 2,1999.0,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.55,3.67,0,18,0,Dreamcast||PlayStation||PS Vita
3544,Catz,2006.0,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.55,0.0,0,2,0,Nintendo DS
3545,Catz,2005.0,Simulation,Ubisoft,0.18,0.06,0.0,0.0,0.24,0.0,0,2,0,Nintendo DS
3546,Sakura Wars,1996.0,Adventure,Sega,0.0,0.0,0.55,0.0,0.55,3.83,0,5,0,SEGA Saturn||Dreamcast||PlayStation 2||PC
3547,Sakura Wars,2000.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,3.83,0,5,0,SEGA Saturn||Dreamcast||PlayStation 2||PC
3548,Extermination,2001.0,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,0.0,0,0,0,Web
3549,Batman: Vengeance,2001.0,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,3.36,0,22,0,PC||Xbox||Game Boy Advance||GameCube||PlayStation 2
3550,Batman: Vengeance,2001.0,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,3.36,0,22,0,PC||Xbox||Game Boy Advance||GameCube||PlayStation 2
3551,Batman: Vengeance,2001.0,Adventure,Ubisoft,0.13,0.05,0.0,0.0,0.18,3.36,0,22,0,PC||Xbox||Game Boy Advance||GameCube||PlayStation 2
3552,Contender 2,2000.0,Fighting,3DO,0.31,0.21,0.0,0.04,0.55,0.0,0,0,0,PlayStation
3553,Purr Pals,2007.0,Simulation,THQ,0.18,0.35,0.0,0.02,0.55,0.0,0,1,0,Wii
3554,Purr Pals,2008.0,Simulation,Deep Silver,0.26,0.0,0.0,0.02,0.29,0.0,0,1,0,Wii
3555,Lips: Number One Hits,2009.0,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,0.55,0.0,0,0,0,Xbox 360
3556,Jak X: Combat Racing,2005.0,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,3.92,0,39,0,PlayStation 4||PlayStation 2
3557,American Idol,2003.0,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55,0.0,0,1,0,Game Boy Advance||PC
3558,American Idol,2003.0,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,0.0,0,1,0,Game Boy Advance||PC
3559,Barbie Horse Adventures: Riding Camp,2008.0,Sports,Activision,0.5,0.0,0.0,0.04,0.55,0.0,0,5,0,Nintendo DS||Wii||PC||PlayStation 2
3560,Barbie Horse Adventures: Riding Camp,2008.0,Sports,Activision,0.09,0.07,0.0,0.02,0.19,0.0,0,5,0,Nintendo DS||Wii||PC||PlayStation 2
3561,Barbie Horse Adventures: Riding Camp,2008.0,Sports,Activision,0.17,0.0,0.0,0.01,0.19,0.0,0,5,0,Nintendo DS||Wii||PC||PlayStation 2
3562,Tony Hawk: Shred,2010.0,Sports,Activision,0.4,0.11,0.0,0.04,0.55,0.0,0,2,0,PlayStation 3
3563,Tony Hawk: Shred,2010.0,Sports,Activision,0.18,0.06,0.0,0.04,0.28,0.0,0,2,0,PlayStation 3
3564,Tony Hawk: Shred,2010.0,Sports,Activision,0.17,0.06,0.0,0.02,0.26,0.0,0,2,0,PlayStation 3
3565,Viva Pinata: Pocket Paradise,2008.0,Simulation,THQ,0.26,0.23,0.0,0.06,0.55,0.0,0,5,0,Nintendo DS
3566,Petz Catz Clan,2008.0,Simulation,Ubisoft,0.47,0.03,0.0,0.04,0.55,0.0,0,0,0,Nintendo DS
3567,Sly Cooper: Thieves in Time,2013.0,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,0.08,0.54,3.69,1,182,4,PlayStation 3||PS Vita
3568,Sly Cooper: Thieves in Time,2013.0,Platform,Sony Computer Entertainment Europe,0.13,0.06,0.0,0.06,0.25,3.69,1,182,4,PlayStation 3||PS Vita
3569,Kirby and the Rainbow Curse,2015.0,Platform,Nintendo,0.25,0.14,0.13,0.04,0.54,0.0,1,5,1,Wii U
3570,Spec Ops: The Line,2012.0,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54,4.06,5,1307,0,PC||Xbox One||PlayStation 3||Xbox 360
3571,Spec Ops: The Line,2012.0,Shooter,Take-Two Interactive,0.21,0.17,0.0,0.04,0.42,4.06,5,1307,0,PC||Xbox One||PlayStation 3||Xbox 360
3572,Spec Ops: The Line,2012.0,Shooter,Take-Two Interactive,0.12,0.09,0.0,0.02,0.23,4.06,5,1307,0,PC||Xbox One||PlayStation 3||Xbox 360
3573,F1 2013,2013.0,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,3.06,4,63,0,PlayStation 3||PC||Xbox 360
3574,F1 2013,2013.0,Racing,Codemasters,0.01,0.27,0.0,0.02,0.3,3.06,4,63,0,PlayStation 3||PC||Xbox 360
3575,NHL 14,2013.0,Sports,Electronic Arts,0.28,0.17,0.0,0.09,0.54,3.19,34,37,0,PlayStation 3||Xbox 360
3576,NHL 14,2013.0,Sports,Electronic Arts,0.4,0.09,0.0,0.05,0.54,3.19,34,37,0,PlayStation 3||Xbox 360
3577,Crash Tag Team Racing,2005.0,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,3.92,0,39,2,Xbox||GameCube||PlayStation 2||PSP
3578,Crash Tag Team Racing,2005.0,Racing,Vivendi Games,0.16,0.05,0.0,0.03,0.24,3.92,0,39,2,Xbox||GameCube||PlayStation 2||PSP
3579,Crash Tag Team Racing,2005.0,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,3.92,0,39,2,Xbox||GameCube||PlayStation 2||PSP
3580,Crash Tag Team Racing,2005.0,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13,3.92,0,39,2,Xbox||GameCube||PlayStation 2||PSP
3581,Front Mission 4,2003.0,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54,0.0,0,5,10,PlayStation 2
3582,F.E.A.R.,2007.0,Shooter,Vivendi Games,0.18,0.26,0.0,0.1,0.54,4.25,2,640,8,PC||Xbox 360||PlayStation 3
3583,F.E.A.R.,2006.0,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,4.25,2,640,8,PC||Xbox 360||PlayStation 3
3584,Dragon Ball Z: Shin Budokai,2006.0,Fighting,Atari,0.26,0.08,0.13,0.07,0.54,0.0,0,1,0,PSP
3585,Action Force,1982.0,Action,CPG Products,0.5,0.03,0.0,0.01,0.54,0.0,0,0,0,Commodore / Amiga
3586,Gauntlet Legends,1999.0,Action,Midway Games,0.43,0.1,0.0,0.01,0.54,4.0,0,7,0,Dreamcast||PlayStation||Nintendo 64
3587,Gauntlet Legends,2000.0,Action,Midway Games,0.26,0.18,0.0,0.03,0.47,4.0,0,7,0,Dreamcast||PlayStation||Nintendo 64
3588,Metro 2033,2010.0,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,3.91,3,1377,5,PC||Xbox 360
3589,Metro 2033,2010.0,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,3.91,3,1377,5,PC||Xbox 360
3590,Fire Emblem: Path of Radiance,2005.0,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,4.35,0,47,19,GameCube
3591,Hotel Dusk: Room 215,2007.0,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,4.43,16,36,1,Nintendo DS
3592,Bratz: Rock Angelz,2004.0,Misc,THQ,0.39,0.14,0.0,0.01,0.54,0.0,0,2,0,Game Boy Advance||GameCube||PlayStation 2||PC
3593,Bratz: Rock Angelz,2005.0,Misc,THQ,0.19,0.15,0.0,0.05,0.38,0.0,0,2,0,Game Boy Advance||GameCube||PlayStation 2||PC
3594,Bratz: Rock Angelz,2005.0,Misc,THQ,0.16,0.04,0.0,0.01,0.2,0.0,0,2,0,Game Boy Advance||GameCube||PlayStation 2||PC
3595,ESPN NBA Basketball,2003.0,Sports,Sega,0.26,0.21,0.0,0.07,0.54,0.0,0,0,0,Xbox||PlayStation 2
3596,ESPN NBA Basketball,2003.0,Sports,Sega,0.2,0.06,0.0,0.01,0.27,0.0,0,0,0,Xbox||PlayStation 2
3597,Two Worlds II,2011.0,Role-Playing,SouthPeak Games,0.4,0.07,0.03,0.03,0.54,3.01,5,170,1,PC||macOS||Xbox 360
3598,Two Worlds II,2011.0,Role-Playing,SouthPeak Games,0.26,0.1,0.06,0.05,0.46,3.01,5,170,1,PC||macOS||Xbox 360
3599,Two Worlds II,2011.0,Role-Playing,SouthPeak Games,0.09,0.09,0.0,0.02,0.2,3.01,5,170,1,PC||macOS||Xbox 360
3600,Over the Hedge,2006.0,Platform,Activision,0.45,0.02,0.0,0.07,0.54,3.57,0,21,0,PC||Xbox||Game Boy Advance||GameCube||PlayStation 2||Nintendo DS
3601,Over the Hedge,2006.0,Platform,Activision,0.27,0.07,0.0,0.01,0.35,3.57,0,21,0,PC||Xbox||Game Boy Advance||GameCube||PlayStation 2||Nintendo DS
3602,Over the Hedge,2006.0,Platform,Activision,0.24,0.01,0.0,0.02,0.27,3.57,0,21,0,PC||Xbox||Game Boy Advance||GameCube||PlayStation 2||Nintendo DS
3603,Over the Hedge,2006.0,Platform,Activision,0.19,0.07,0.0,0.0,0.27,3.57,0,21,0,PC||Xbox||Game Boy Advance||GameCube||PlayStation 2||Nintendo DS
3604,Over the Hedge,2006.0,Platform,Activision,0.07,0.02,0.0,0.0,0.1,3.57,0,21,0,PC||Xbox||Game Boy Advance||GameCube||PlayStation 2||Nintendo DS
3605,50 Classic Games,2009.0,Misc,Destineer,0.5,0.0,0.0,0.04,0.54,0.0,0,0,0,Nintendo DS
3606,50 Classic Games,2012.0,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.01,0.0,0,0,0,Nintendo DS
3607,Petz Nursery,2009.0,Simulation,Ubisoft,0.5,0.0,0.0,0.04,0.54,0.0,0,1,0,Nintendo DS
3608,War of the Monsters,2003.0,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,3.77,0,26,0,PlayStation 2||PlayStation 4||PlayStation 3
3609,Time Crisis: Razing Storm,2010.0,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,0.0,0,1,0,PlayStation 3
3610,Monster Jam: Path of Destruction,2010.0,Racing,Activision,0.48,0.02,0.0,0.03,0.54,0.0,0,0,0,PlayStation 3
3611,Monster Jam: Path of Destruction,2010.0,Racing,Activision,0.34,0.0,0.0,0.03,0.37,0.0,0,0,0,PlayStation 3
3612,Monster Jam: Path of Destruction,2010.0,Racing,Activision,0.21,0.02,0.0,0.02,0.25,0.0,0,0,0,PlayStation 3
3613,Monster Jam: Path of Destruction,2010.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12,0.0,0,0,0,PlayStation 3
3614,Monster Jam: Path of Destruction,2010.0,Racing,Activision,0.08,0.0,0.0,0.01,0.09,0.0,0,0,0,PlayStation 3
3615,The Incredible Hulk: Ultimate Destruction,2005.0,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,4.17,0,23,0,PlayStation 2||Xbox||GameCube
3616,The Incredible Hulk: Ultimate Destruction,2005.0,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,4.17,0,23,0,PlayStation 2||Xbox||GameCube
