Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre,Publisher,platforms,Years_of_Release,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy
Def Jam Rapstar,0.79,0.08,0.0,0.07,0.96,Misc,Konami Digital Entertainment,3,7.0,0,0,0,1,0,0,0,0,0,0,0,0
Dark Cloud 2,0.38,0.25,0.26,0.07,0.96,Role-Playing,Sony Computer Entertainment,2,15.0,0,0,0,0,0,0,0,1,0,0,0,0
Rayman 2: The Great Escape,0.5800000000000001,0.33999999999999997,0.0,0.04,0.96,Platform,Ubisoft,12,17.5,0,0,0,0,1,0,0,0,0,0,0,0
Star Soldier,0.32,0.06,0.57,0.01,0.96,Shooter,Hudson Soft,2,31.0,0,0,0,0,0,0,0,0,1,0,0,0
Doom,0.55,0.33999999999999997,0.0,0.05,0.9500000000000001,Shooter,id Software,13,21.333333333333332,0,0,0,0,0,0,0,0,1,0,0,0
Doom,0.55,0.33999999999999997,0.0,0.05,0.9500000000000001,Shooter,Activision,13,21.333333333333332,0,0,0,0,0,0,0,0,1,0,0,0
Doom,0.55,0.33999999999999997,0.0,0.05,0.9500000000000001,Shooter,Infogrames,13,21.333333333333332,0,0,0,0,0,0,0,0,1,0,0,0
Kessen,0.27,0.21,0.41,0.07,0.95,Strategy,Electronic Arts,1,17.0,0,0,0,0,0,0,0,0,0,0,0,1
Boogie,0.7599999999999999,0.1,0.0,0.08,0.95,Misc,Electronic Arts,3,10.0,0,0,0,1,0,0,0,0,0,0,0,0
Speed Racer: The Videogame,0.73,0.14,0.0,0.09,0.95,Racing,Warner Bros. Interactive Entertainment,2,9.0,0,0,0,0,0,0,1,0,0,0,0,0
Gangs of London,0.3,0.43,0.0,0.22,0.95,Adventure,Sony Computer Entertainment,2,11.0,0,1,0,0,0,0,0,0,0,0,0,0
Dark Sector,0.45,0.36,0.02,0.12000000000000001,0.95,Shooter,D3Publisher,3,9.0,0,0,0,0,0,0,0,0,1,0,0,0
My Weight Loss Coach,0.3,0.54,0.0,0.11,0.95,Sports,Ubisoft,1,9.0,0,0,0,0,0,0,0,0,0,0,1,0
Club Penguin: Game Day!,0.55,0.32,0.0,0.08,0.95,Sports,Disney Interactive Studios,1,7.0,0,0,0,0,0,0,0,0,0,0,1,0
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,0.68,0.25,0.0,0.02,0.95,Misc,Konami Digital Entertainment,1,14.0,0,0,0,1,0,0,0,0,0,0,0,0
Yakuza 4,0.15,0.13,0.63,0.05,0.95,Action,Sega,2,7.0,1,0,0,0,0,0,0,0,0,0,0,0
Star Fox 64 3D,0.48,0.27,0.13,0.06,0.95,Shooter,Nintendo,1,6.0,0,0,0,0,0,0,0,0,1,0,0,0
Hot Wheels: Beat That!,0.6900000000000001,0.15,0.0,0.09,0.9400000000000001,Racing,Activision,3,10.0,0,0,0,0,0,0,1,0,0,0,0,0
Guitar Hero: Van Halen,0.48000000000000004,0.35,0.0,0.11,0.9400000000000001,Misc,Activision,3,8.0,0,0,0,1,0,0,0,0,0,0,0,0
MLB 2000,0.52,0.35,0.0,0.06,0.94,Sports,Sony Computer Entertainment,1,18.0,0,0,0,0,0,0,0,0,0,0,1,0
Hot Shots Golf Fore!,0.46,0.36,0.0,0.12,0.94,Sports,Sony Computer Entertainment,1,14.0,0,0,0,0,0,0,0,0,0,0,1,0
Castlevania: Lament of Innocence,0.46,0.36,0.0,0.12,0.94,Action,Konami Digital Entertainment,2,14.0,1,0,0,0,0,0,0,0,0,0,0,0
Killzone,0.79,0.03,0.0,0.13,0.94,Shooter,Sony Computer Entertainment,2,13.0,0,0,0,0,0,0,0,0,1,0,0,0
SaGa Frontier 2,0.1,0.07,0.71,0.06,0.94,Role-Playing,SquareSoft,4,18.0,0,0,0,0,0,0,0,1,0,0,0,0
Bully,0.75,0.03,0.04,0.12,0.94,Action,Take-Two Interactive,1,11.0,1,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Jedi Starfighter,0.59,0.26,0.0,0.08,0.94,Simulation,Activision,4,15.0,0,0,0,0,0,0,0,0,0,1,0,0
Phantasy Star Portable,0.2,0.06,0.63,0.05,0.94,Role-Playing,Sega,1,9.0,0,0,0,0,0,0,0,1,0,0,0,0
Charlie and the Chocolate Factory,0.61,0.27,0.0,0.05,0.9399999999999998,Adventure,Global Star,4,12.0,0,1,0,0,0,0,0,0,0,0,0,0
Colin McRae Rally 2.0,0.04,0.81,0.02,0.07,0.93,Racing,Codemasters,3,16.0,0,0,0,0,0,0,1,0,0,0,0,0
Disney Magical World,0.17,0.2,0.53,0.03,0.93,Adventure,Nintendo,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0
Crash City Mayhem,0.67,0.25,0.0,0.02,0.93,Racing,THQ,1,13.0,0,0,0,0,0,0,1,0,0,0,0,0
Red Faction: Armageddon,0.43,0.33,0.04,0.12000000000000001,0.93,Shooter,THQ,3,6.0,0,0,0,0,0,0,0,0,1,0,0,0
The Black Eyed Peas Experience,0.5700000000000001,0.29000000000000004,0.0,0.09,0.9299999999999999,Misc,Ubisoft,1,6.0,0,0,0,1,0,0,0,0,0,0,0,0
Barbie Horse Adventures: Riding Camp,0.76,0.07,0.0,0.06999999999999999,0.9299999999999999,Sports,Activision,4,9.0,0,0,0,0,0,0,0,0,0,0,1,0
Pro Evolution Soccer 2017,0.1,0.55,0.18,0.09,0.9200000000000002,Sports,Konami Digital Entertainment,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0
NHL 98,0.51,0.35,0.0,0.06,0.92,Sports,Electronic Arts,5,20.0,0,0,0,0,0,0,0,0,0,0,1,0
Wii Play: Motion,0.23,0.42,0.18,0.09,0.92,Misc,Nintendo,1,6.0,0,0,0,1,0,0,0,0,0,0,0,0
Phoenix Wright: Ace Attorney,0.44,0.05,0.39,0.05,0.92,Adventure,Capcom,7,12.0,0,1,0,0,0,0,0,0,0,0,0,0
Harvest Moon 3D: A New Beginning,0.41,0.17,0.3,0.05,0.92,Action,Marvelous Entertainment,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0
The Incredible Hulk: Ultimate Destruction,0.54,0.28,0.0,0.08,0.92,Action,Vivendi Games,3,12.0,1,0,0,0,0,0,0,0,0,0,0,0
Balloon Fight,0.39,0.09,0.43,0.01,0.92,Platform,Nintendo,3,32.0,0,0,0,0,1,0,0,0,0,0,0,0
ESPN NFL Football,0.54,0.29,0.0,0.08,0.92,Sports,Sega,2,14.0,0,0,0,0,0,0,0,0,0,0,1,0
Blue Dragon,0.3,0.32,0.21,0.08,0.92,Role-Playing,Microsoft Game Studios,2,11.0,0,0,0,0,0,0,0,1,0,0,0,0
Mystery Dungeon: Shiren the Wanderer,0.17,0.0,0.73,0.02,0.92,Role-Playing,Sega,1,16.5,0,0,0,0,0,0,0,1,0,0,0,0
Space Jam,0.51,0.35,0.0,0.06,0.92,Sports,Acclaim Entertainment,1,21.0,0,0,0,0,0,0,0,0,0,0,1,0
Mystery Dungeon: Shiren the Wanderer,0.17,0.0,0.73,0.02,0.92,Role-Playing,ChunSoft,1,16.5,0,0,0,0,0,0,0,1,0,0,0,0
Jimmy Neutron: Boy Genius,0.5700000000000001,0.29000000000000004,0.0,0.060000000000000005,0.9199999999999999,Platform,THQ,4,15.5,0,0,0,0,1,0,0,0,0,0,0,0
Just Dance Kids 2,0.64,0.18,0.0,0.09,0.91,Misc,Ubisoft,3,6.0,0,0,0,1,0,0,0,0,0,0,0,0
Yakuza,0.03,0.02,0.85,0.01,0.91,Action,Sega,1,8.5,1,0,0,0,0,0,0,0,0,0,0,0
Nickelodeon Fit,0.76,0.09,0.0,0.06,0.91,Sports,Take-Two Interactive,1,7.0,0,0,0,0,0,0,0,0,0,0,1,0
Tokyo Xtreme Racer 3,0.35,0.27,0.21,0.09,0.91,Racing,Genki,1,14.0,0,0,0,0,0,0,1,0,0,0,0,0
NHL 06,0.73,0.09000000000000001,0.0,0.09,0.9099999999999999,Sports,Electronic Arts,4,12.0,0,0,0,0,0,0,0,0,0,0,1,0
Dragon Ball Z: Sagas,0.7200000000000001,0.1,0.0,0.07999999999999999,0.9099999999999999,Fighting,Atari,3,12.0,0,0,1,0,0,0,0,0,0,0,0,0
XIII,0.51,0.32,0.0,0.08,0.9099999999999999,Shooter,Ubisoft,7,14.0,0,0,0,0,0,0,0,0,1,0,0,0
Marvel Super Hero Squad: The Infinity Gauntlet,0.69,0.14,0.0,0.07999999999999999,0.9,Action,THQ,2,6.5,1,0,0,0,0,0,0,0,0,0,0,0
Lost Odyssey,0.45,0.26,0.11,0.08,0.9,Role-Playing,Microsoft Game Studios,2,10.0,0,0,0,0,0,0,0,1,0,0,0,0
Hot Shots Tennis,0.17,0.13,0.55,0.05,0.9,Sports,Sony Computer Entertainment,2,11.0,0,0,0,0,0,0,0,0,0,0,1,0
Viewtiful Joe,0.52,0.21000000000000002,0.12,0.06,0.9,Action,Capcom,1,13.5,1,0,0,0,0,0,0,0,0,0,0,0
Tiger Woods PGA Tour 2002,0.44,0.35,0.0,0.12,0.9,Sports,Electronic Arts,1,15.0,0,0,0,0,0,0,0,0,0,0,1,0
3Xtreme,0.5,0.34,0.0,0.06,0.9,Action,989 Studios,1,18.0,1,0,0,0,0,0,0,0,0,0,0,0
Destruction Derby,0.5,0.34,0.0,0.06,0.9,Racing,Psygnosis,8,22.0,0,0,0,0,0,0,1,0,0,0,0,0
The Biggest Loser: Ultimate Workout,0.73,0.1,0.0,0.06,0.89,Sports,THQ,1,7.0,0,0,0,0,0,0,0,0,0,0,1,0
Nightmare Creatures,0.5599999999999999,0.29,0.0,0.04,0.89,Action,Sony Computer Entertainment,3,20.5,1,0,0,0,0,0,0,0,0,0,0,0
Killzone: Liberation,0.44,0.27,0.0,0.18,0.89,Shooter,Sony Computer Entertainment,2,11.0,0,0,0,0,0,0,0,0,1,0,0,0
Fossil Fighters,0.83,0.0,0.0,0.06,0.89,Role-Playing,Nintendo,1,9.0,0,0,0,0,0,0,0,1,0,0,0,0
Resistance: Retribution,0.27,0.36,0.05,0.21,0.89,Shooter,Sony Computer Entertainment,2,8.0,0,0,0,0,0,0,0,0,1,0,0,0
We Ski & Snowboard,0.38,0.29,0.15,0.08,0.89,Sports,Atari,1,9.0,0,0,0,0,0,0,0,0,0,0,1,0
Nightmare Creatures,0.5599999999999999,0.29,0.0,0.04,0.89,Action,Activision,3,20.5,1,0,0,0,0,0,0,0,0,0,0,0
Fire Emblem: The Sacred Stones,0.42,0.16,0.3,0.02,0.89,Strategy,Nintendo,3,13.0,0,0,0,0,0,0,0,0,0,0,0,1
SOCOM 4: U.S. Navy SEALs,0.66,0.11,0.04,0.08,0.89,Shooter,Sony Computer Entertainment,1,6.0,0,0,0,0,0,0,0,0,1,0,0,0
Ace Combat 2,0.16,0.11,0.56,0.06,0.89,Simulation,Sony Computer Entertainment,1,20.0,0,0,0,0,0,0,0,0,0,1,0,0
FIFA Soccer 09 All-Play,0.28,0.51,0.0,0.09,0.89,Sports,Electronic Arts,1,9.0,0,0,0,0,0,0,0,0,0,0,1,0
TouchMaster 2,0.3,0.49,0.0,0.1,0.89,Puzzle,Midway Games,1,9.0,0,0,0,0,0,1,0,0,0,0,0,0
Castlevania: Circle of the Moon,0.6,0.22,0.05,0.02,0.89,Platform,Konami Digital Entertainment,2,16.0,0,0,0,0,1,0,0,0,0,0,0,0
Seiken Densetsu 3,0.0,0.0,0.89,0.0,0.89,Role-Playing,SquareSoft,1,22.0,0,0,0,0,0,0,0,1,0,0,0,0
F.E.A.R.,0.46,0.29000000000000004,0.0,0.13,0.8800000000000001,Shooter,Vivendi Games,3,10.5,0,0,0,0,0,0,0,0,1,0,0,0
Sonic Chronicles: The Dark Brotherhood,0.5,0.29,0.01,0.08,0.88,Role-Playing,Sega,1,9.0,0,0,0,0,0,0,0,1,0,0,0,0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.5499999999999999,0.27,0.0,0.060000000000000005,0.88,Action,THQ,3,14.0,1,0,0,0,0,0,0,0,0,0,0,0
Sonic Lost World,0.47,0.26,0.08,0.07,0.88,Platform,Sega,3,4.0,0,0,0,0,1,0,0,0,0,0,0,0
Terminator Salvation,0.26,0.46,0.01,0.14,0.88,Shooter,Warner Bros. Interactive Entertainment,2,8.0,0,0,0,0,0,0,0,0,1,0,0,0
Freedom Fighters,0.52,0.28,0.0,0.08,0.88,Shooter,Electronic Arts,4,14.0,0,0,0,0,0,0,0,0,1,0,0,0
Marvel vs. Capcom: Clash of Super Heroes,0.43,0.3,0.1,0.05,0.88,Fighting,Capcom,2,18.0,0,0,1,0,0,0,0,0,0,0,0,0
The Tomb Raider Trilogy,0.27,0.46,0.0,0.15,0.88,Action,Square Enix,1,6.0,1,0,0,0,0,0,0,0,0,0,0,0
Samba De Amigo,0.41,0.37,0.01,0.09,0.88,Misc,Sega,1,9.0,0,0,0,1,0,0,0,0,0,0,0,0
NFL GameDay 97,0.48,0.33,0.0,0.06,0.87,Sports,Sony Computer Entertainment,1,21.0,0,0,0,0,0,0,0,0,0,0,1,0
Enduro,0.81,0.05,0.0,0.01,0.87,Misc,Quelle,2,35.0,0,0,0,1,0,0,0,0,0,0,0,0
Cooking Mama: World Kitchen,0.51,0.27,0.01,0.08,0.87,Simulation,505 Games,1,9.0,0,0,0,0,0,0,0,0,0,1,0,0
NHL 2000,0.48,0.33,0.0,0.06,0.87,Sports,Electronic Arts,3,19.0,0,0,0,0,0,0,0,0,0,0,1,0
Kingdom Hearts Re: Chain of Memories,0.73,0.03,0.0,0.12,0.87,Role-Playing,Square Enix,2,9.0,0,0,0,0,0,0,0,1,0,0,0,0
LittleBigPlanet Karting,0.42,0.3,0.01,0.15,0.87,Action,Sony Computer Entertainment,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0
Nicktoons: Unite!,0.7100000000000001,0.08,0.0,0.07999999999999999,0.87,Adventure,THQ,1,11.5,0,1,0,0,0,0,0,0,0,0,0,0
Phantasy Star Portable 2,0.08,0.11,0.62,0.06,0.87,Role-Playing,Sega,1,8.0,0,0,0,0,0,0,0,1,0,0,0,0
Crimson Skies: High Road to Revenge,0.65,0.19,0.0,0.03,0.87,Simulation,Microsoft Game Studios,2,14.0,0,0,0,0,0,0,0,0,0,1,0,0
Spec Ops: Ranger Elite,0.49,0.33,0.0,0.06,0.87,Shooter,TalonSoft,4,16.0,0,0,0,0,0,0,0,0,1,0,0,0
Gex,0.49,0.33,0.0,0.06,0.87,Platform,Crystal Dynamics,4,22.0,0,0,0,0,1,0,0,0,0,0,0,0
Thrillville,0.73,0.02,0.0,0.11,0.8600000000000001,Strategy,Atari,3,11.0,0,0,0,0,0,0,0,0,0,0,0,1
Endless Ocean: Blue World,0.46,0.21,0.12,0.06,0.86,Simulation,Nintendo,1,8.0,0,0,0,0,0,0,0,0,0,1,0,0
Virtua Tennis 4,0.25,0.43999999999999995,0.04,0.12,0.86,Sports,Sega,4,6.0,0,0,0,0,0,0,0,0,0,0,1,0
MLB 13: The Show,0.77,0.0,0.0,0.09000000000000001,0.86,Sports,Sony Computer Entertainment,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0
Mobile Suit Gundam,0.0,0.0,0.83,0.03,0.86,Action,Namco Bandai Games,1,22.0,1,0,0,0,0,0,0,0,0,0,0,0
Ninja Gaiden Sigma 2,0.52,0.16,0.09,0.1,0.86,Action,Ubisoft Annecy,1,6.0,1,0,0,0,0,0,0,0,0,0,0,0
Ninja Gaiden Sigma 2,0.52,0.16,0.09,0.1,0.86,Action,Tecmo Koei,1,6.0,1,0,0,0,0,0,0,0,0,0,0,0
Ford Racing,0.48,0.33,0.0,0.06,0.86,Racing,Empire Interactive,3,16.0,0,0,0,0,0,0,1,0,0,0,0,0
Madden Football 64,0.81,0.04,0.0,0.01,0.86,Sports,Electronic Arts,1,20.0,0,0,0,0,0,0,0,0,0,0,1,0
Wizards of Waverly Place,0.59,0.2,0.0,0.08,0.86,Misc,Disney Interactive Studios,1,8.0,0,0,0,1,0,0,0,0,0,0,0,0
Lemmings,0.12,0.51,0.0,0.23,0.86,Puzzle,Sony Computer Entertainment,14,11.0,0,0,0,0,0,1,0,0,0,0,0,0
Xenoblade Chronicles X,0.38,0.28,0.15,0.06,0.86,Role-Playing,Nintendo,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0
Alpha Protocol,0.42000000000000004,0.32000000000000006,0.0,0.12000000000000001,0.8500000000000001,Role-Playing,Sega,3,7.0,0,0,0,0,0,0,0,1,0,0,0,0
The Darkness II,0.49,0.27,0.0,0.09,0.85,Shooter,Take-Two Interactive,5,5.0,0,0,0,0,0,0,0,0,1,0,0,0
Looney Tunes: Back in Action,0.51,0.27,0.0,0.06,0.85,Platform,Electronic Arts,3,14.0,0,0,0,0,1,0,0,0,0,0,0,0
Wii Fit U,0.35,0.23,0.21,0.05,0.85,Sports,Nintendo,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0
Street Fighter EX3,0.32,0.25,0.2,0.08,0.85,Fighting,Virgin Interactive,1,17.0,0,0,1,0,0,0,0,0,0,0,0,0
NFL GameDay,0.47,0.32,0.0,0.06,0.85,Sports,Sony Computer Entertainment,1,22.0,0,0,0,0,0,0,0,0,0,0,1,0
Worms: Open Warfare,0.16,0.45,0.0,0.24000000000000002,0.85,Strategy,THQ,2,11.0,0,0,0,0,0,0,0,0,0,0,0,1
Looney Tunes: Back in Action,0.51,0.27,0.0,0.06,0.85,Platform,Warner Bros. Interactive Entertainment,3,14.0,0,0,0,0,1,0,0,0,0,0,0,0
The Legendary Starfy,0.6,0.0,0.2,0.05,0.85,Platform,Nintendo,1,9.0,0,0,0,0,1,0,0,0,0,0,0,0
Army Men: Air Attack,0.47,0.32,0.0,0.06,0.85,Action,3DO,3,18.0,1,0,0,0,0,0,0,0,0,0,0,0
Tales of Xillia 2,0.21,0.13,0.45,0.07,0.85,Role-Playing,Namco Bandai Games,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0
F1 2013,0.02,0.69,0.03,0.11,0.8400000000000001,Racing,Codemasters,3,4.0,0,0,0,0,0,0,1,0,0,0,0,0
Boxing,0.76,0.07,0.0,0.01,0.8400000000000001,Fighting,Midas Interactive Entertainment,3,27.0,0,0,1,0,0,0,0,0,0,0,0,0
Boxing,0.76,0.07,0.0,0.01,0.8400000000000001,Fighting,Activision,3,27.0,0,0,1,0,0,0,0,0,0,0,0,0
Purr Pals,0.44,0.35,0.0,0.04,0.8400000000000001,Simulation,Deep Silver,1,9.5,0,0,0,0,0,0,0,0,0,1,0,0
Purr Pals,0.44,0.35,0.0,0.04,0.8400000000000001,Simulation,THQ,1,9.5,0,0,0,0,0,0,0,0,0,1,0,0
Test Drive Unlimited,0.31,0.33,0.02,0.16999999999999998,0.8400000000000001,Racing,Atari,4,10.5,0,0,0,0,0,0,1,0,0,0,0,0
Madden NFL 09 All-Play,0.77,0.01,0.0,0.06,0.84,Sports,Electronic Arts,1,9.0,0,0,0,0,0,0,0,0,0,0,1,0
Casper,0.47000000000000003,0.31,0.0,0.05,0.84,Adventure,Interplay,7,18.0,0,1,0,0,0,0,0,0,0,0,0,0
Metroid: Zero Mission,0.6,0.22,0.0,0.01,0.84,Adventure,Nintendo,2,13.0,0,1,0,0,0,0,0,0,0,0,0,0
Casper,0.47000000000000003,0.31,0.0,0.05,0.84,Adventure,Microids,7,18.0,0,1,0,0,0,0,0,0,0,0,0,0
Rogue Galaxy,0.24,0.16,0.39,0.05,0.84,Role-Playing,Sony Computer Entertainment,2,12.0,0,0,0,0,0,0,0,1,0,0,0,0
Rocket Power: Team Rocket Rescue,0.47,0.32,0.0,0.05,0.84,Sports,THQ,1,16.0,0,0,0,0,0,0,0,0,0,0,1,0
Petz Dogz Fashion,0.46,0.3,0.0,0.09,0.84,Simulation,Ubisoft,1,9.0,0,0,0,0,0,0,0,0,0,1,0,0
Naughty Bear,0.39,0.32999999999999996,0.0,0.11000000000000001,0.8300000000000001,Action,505 Games,2,7.0,1,0,0,0,0,0,0,0,0,0,0,0
Hot Shots Golf: World Invitational,0.15,0.11,0.53,0.05,0.8300000000000001,Sports,Sony Computer Entertainment,2,5.5,0,0,0,0,0,0,0,0,0,0,1,0
2002 FIFA World Cup,0.38999999999999996,0.22000000000000003,0.16,0.06999999999999999,0.8300000000000001,Sports,Electronic Arts,5,15.0,0,0,0,0,0,0,0,0,0,0,1,0
SimAnimals,0.4,0.34,0.0,0.08,0.8300000000000001,Simulation,Electronic Arts,2,8.0,0,0,0,0,0,0,0,0,0,1,0,0
Robert Ludlum's The Bourne Conspiracy,0.44,0.27,0.0,0.1,0.8300000000000001,Action,Vivendi Games,1,9.0,1,0,0,0,0,0,0,0,0,0,0,0
Disney's Extreme Skate Adventure,0.5299999999999999,0.24,0.0,0.05,0.8300000000000001,Sports,Activision,4,14.0,0,0,0,0,0,0,0,0,0,0,1,0
Rare Replay,0.52,0.22,0.01,0.08,0.83,Misc,Microsoft Game Studios,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0
The Game of Life,0.46,0.31,0.0,0.05,0.83,Misc,Hasbro,3,19.0,0,0,0,1,0,0,0,0,0,0,0,0
Muramasa: The Demon Blade,0.42000000000000004,0.12,0.21000000000000002,0.06,0.83,Role-Playing,Marvelous Entertainment,1,6.0,0,0,0,0,0,0,0,1,0,0,0,0
God of War Saga,0.74,0.0,0.0,0.1,0.83,Action,Sony Computer Entertainment,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0
Ace Combat 3: Electrosphere,0.22,0.15,0.4,0.05,0.83,Simulation,Sony Computer Entertainment,1,18.0,0,0,0,0,0,0,0,0,0,1,0,0
New Carnival Games,0.5,0.26,0.0,0.07,0.83,Misc,Take-Two Interactive,2,7.0,0,0,0,1,0,0,0,0,0,0,0,0
Muramasa: The Demon Blade,0.42000000000000004,0.12,0.21000000000000002,0.06,0.83,Role-Playing,Rising Star Games,1,6.0,0,0,0,0,0,0,0,1,0,0,0,0
Godzilla: Destroy All Monsters Melee,0.64,0.17,0.0,0.02,0.83,Fighting,Atari,3,15.0,0,0,1,0,0,0,0,0,0,0,0,0
Brute Force,0.62,0.18,0.01,0.03,0.83,Shooter,Microsoft Game Studios,1,14.0,0,0,0,0,0,0,0,0,1,0,0,0
Yu-Gi-Oh! Dark Duel Stories,0.0,0.0,0.83,0.0,0.83,Misc,Konami Digital Entertainment,1,17.0,0,0,0,1,0,0,0,0,0,0,0,0
Mega Man Legends,0.39,0.26,0.12,0.05,0.83,Adventure,Capcom,5,20.0,0,1,0,0,0,0,0,0,0,0,0,0
Time Crisis 4,0.32,0.32,0.05,0.14,0.83,Shooter,Namco Bandai Games,1,10.0,0,0,0,0,0,0,0,0,1,0,0,0
Sly 3: Honor Among Thieves,0.69,0.03,0.0,0.11,0.83,Platform,Sony Computer Entertainment,3,12.0,0,0,0,0,1,0,0,0,0,0,0,0
NHL 17,0.59,0.12000000000000001,0.0,0.11000000000000001,0.8200000000000001,Sports,Electronic Arts,2,1.0,0,0,0,0,0,0,0,0,0,0,1,0
Pinball Hall of Fame: The Gottlieb Collection,0.5800000000000001,0.16,0.0,0.06999999999999999,0.8200000000000001,Misc,Crave Entertainment,5,12.2,0,0,0,1,0,0,0,0,0,0,0,0
Cabelas Dangerous Hunts 2009,0.6799999999999999,0.07,0.0,0.07,0.8200000000000001,Sports,Activision,4,9.0,0,0,0,0,0,0,0,0,0,0,1,0
Viking: Battle for Asgard,0.30000000000000004,0.4,0.0,0.12000000000000001,0.8200000000000001,Action,Sega,3,9.0,1,0,0,0,0,0,0,0,0,0,0,0
Enemy Territory: Quake Wars,0.54,0.18,0.0,0.08,0.8200000000000001,Shooter,Activision,2,9.5,0,0,0,0,0,0,0,0,1,0,0,0
Pinball Hall of Fame: The Gottlieb Collection,0.5800000000000001,0.16,0.0,0.06999999999999999,0.8200000000000001,Misc,Play It,5,12.2,0,0,0,1,0,0,0,0,0,0,0,0
Cabelas Dangerous Hunts 2009,0.6799999999999999,0.07,0.0,0.07,0.8200000000000001,Sports,Activision Value,4,9.0,0,0,0,0,0,0,0,0,0,0,1,0
Pinball Hall of Fame: The Gottlieb Collection,0.5800000000000001,0.16,0.0,0.06999999999999999,0.8200000000000001,Misc,System 3 Arcade Software,5,12.2,0,0,0,1,0,0,0,0,0,0,0,0
X-Men Origins: Wolverine,0.6,0.1,0.0,0.12000000000000001,0.8200000000000001,Action,Activision,7,8.0,1,0,0,0,0,0,0,0,0,0,0,0
Shin Megami Tensei: Persona 4,0.34,0.04,0.36,0.08,0.82,Role-Playing,Atlus,4,9.0,0,0,0,0,0,0,0,1,0,0,0,0
Harvest Moon: Tree of Tranquility,0.67,0.03,0.06,0.05,0.82,Simulation,Rising Star Games,1,10.0,0,0,0,0,0,0,0,0,0,1,0,0
Clu Clu Land,0.42,0.1,0.28,0.02,0.82,Puzzle,Nintendo,3,33.0,0,0,0,0,0,1,0,0,0,0,0,0
Monopoly Party,0.49,0.26,0.0,0.06999999999999999,0.82,Misc,Infogrames,3,15.0,0,0,0,1,0,0,0,0,0,0,0,0
Amped: Freestyle Snowboarding,0.69,0.11,0.0,0.02,0.82,Sports,Microsoft Game Studios,1,16.0,0,0,0,0,0,0,0,0,0,0,1,0
Karaoke Revolution Glee,0.51,0.24,0.0,0.07,0.82,Misc,Konami Digital Entertainment,1,7.0,0,0,0,1,0,0,0,0,0,0,0,0
Spider-Man: Edge of Time,0.5700000000000001,0.18,0.0,0.08,0.82,Action,Activision,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0
MySims SkyHeroes,0.53,0.19999999999999998,0.0,0.07,0.82,Action,Electronic Arts,3,7.0,1,0,0,0,0,0,0,0,0,0,0,0
Killer Instinct Gold,0.61,0.19,0.0,0.01,0.82,Fighting,Nintendo,1,21.0,0,0,1,0,0,0,0,0,0,0,0,0
Killzone: Mercenary,0.2,0.4,0.04,0.17,0.82,Shooter,Sony Computer Entertainment Europe,1,4.0,0,0,0,0,0,0,0,0,1,0,0,0
Battle of Giants: Dinosaurs,0.37,0.35,0.0,0.09,0.81,Strategy,Ubisoft,1,9.0,0,0,0,0,0,0,0,0,0,0,0,1
Patapon,0.33,0.25,0.07,0.16,0.81,Misc,Sony Computer Entertainment,3,10.0,0,0,0,1,0,0,0,0,0,0,0,0
Imagine: Rock Star,0.4,0.33,0.0,0.09,0.81,Simulation,Ubisoft,1,9.0,0,0,0,0,0,0,0,0,0,1,0,0
Dance Central 3,0.57,0.18,0.0,0.06,0.81,Misc,Microsoft Game Studios,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0
ESPN NBA Basketball,0.46,0.27,0.0,0.08,0.81,Sports,Sega,2,14.0,0,0,0,0,0,0,0,0,0,0,1,0
Rayman Arena,0.44999999999999996,0.27,0.0,0.08,0.81,Racing,Ubisoft,5,15.5,0,0,0,0,0,0,1,0,0,0,0,0
Mega Man,0.45,0.08,0.27,0.01,0.81,Platform,Capcom,6,30.0,0,0,0,0,1,0,0,0,0,0,0,0
Planet 51,0.53,0.21000000000000002,0.0,0.07999999999999999,0.81,Action,Sega,5,8.0,1,0,0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: Four Swords Adventures,0.63,0.16,0.0,0.02,0.81,Action,Nintendo,1,13.0,1,0,0,0,0,0,0,0,0,0,0,0
EarthBound,0.0,0.0,0.81,0.0,0.81,Role-Playing,Nintendo,4,23.0,0,0,0,0,0,0,0,1,0,0,0,0
Valkyrie Profile,0.07,0.05,0.63,0.05,0.81,Role-Playing,Enix Corporation,1,18.0,0,0,0,0,0,0,0,1,0,0,0,0
